cell_id,decimalLongitude,decimalLatitude,climate_class,detected,obs_type,log_total_records,n_events,relevance_ratio,recorder_relevance_ratio,recorder_dominance,n_years_with_records,recording_span,recent_activity,mean_coord_uncertainty,spatial_corroboration,national_presence,confirmation_prior
2205459,8.20833333333331,47.4583333333333,1,1,presence,11.2847191193136,6643,0.997298825303097,0.992840095465394,0.0525912431685407,165,196,1,3308.73714456983,41,1,0.552392661571503
2205461,8.375,47.4583333333333,1,1,presence,11.7469931302826,10001,0.994611148039123,0.990318118948824,0.0315576235241984,190,207,1,3338.79555770549,43,1,0.552392661571503
2205462,8.45833333333331,47.4583333333333,1,1,presence,12.1321515789854,11255,0.99536468764132,0.994535519125683,0.0471768202080238,203,226,1,2992.28876595866,45,1,0.552392661571503
2205463,8.54166666666666,47.4583333333333,1,1,presence,12.4703543013966,12765,0.99702492917412,1,0.0750984652473339,183,216,1,3318.94941914938,43,1,0.552392661571503
2205465,8.70833333333331,47.4583333333333,1,1,presence,10.6815731296123,7902,0.996716040877253,0.988795518207283,0.0693305775634401,172,198,1,2814.55652129454,42,1,0.552392661571503
2205467,8.875,47.4583333333333,1,1,presence,10.4882975693917,4427,0.998216872840744,0.993710691823899,0.0766187451242617,131,226,1,3112.98802986722,36,1,0.552392661571503
2205468,8.95833333333331,47.4583333333333,1,1,presence,10.404505235311,2690,0.995061653588633,0.977272727272727,0.174205471566637,135,176,1,2788.94856702619,34,1,0.552392661571503
2205471,9.20833333333331,47.4583333333333,1,1,presence,10.323611361653,4167,0.998456080415216,1,0.190887589514487,132,186,1,1795.63787204297,24,1,0.552392661571503
2205507,12.2083333333333,47.4583333333333,0,1,presence,8.11969625295725,1892,0.998809169395653,1,0.0833581423042572,80,166,1,635.638965111721,1,1,0.960219979286194
2205573,17.7083333333333,47.4583333333333,0,1,presence,5.36597601502185,118,1,1,0.272300469483568,18,112,1,3274.18045112782,8,1,0.552392661571503
2205584,18.625,47.4583333333333,0,1,presence,6.45047042214418,391,0.992088607594937,1,0.256329113924051,26,77,1,1833.13851351351,36,1,0.552392661571503
2205589,19.0416666666667,47.4583333333333,0,1,presence,10.524628397111,10058,0.998602901665771,1,0.0360827512090274,186,216,1,3291.67289495748,51,1,0.552392661571503
2205590,19.125,47.4583333333333,0,1,presence,10.352841946214,3716,0.999425745732972,0.995575221238938,0.357377572180571,112,210,1,4546.11641971575,50,1,0.552392661571503
2205591,19.2083333333333,47.4583333333333,0,1,presence,8.87304779897107,2446,0.99789798206278,1,0.0641816143497758,74,189,1,2826.08880090498,50,1,0.552392661571503
2205592,19.2916666666667,47.4583333333333,0,1,presence,8.42156296040099,1561,0.99735857362976,1,0.0755007704160247,42,202,1,1230.27118644068,48,1,0.552392661571503
2205593,19.375,47.4583333333333,0,1,presence,6.67959918584438,493,0.99622641509434,1,0.237735849056604,27,140,1,2616.60215053763,44,1,0.552392661571503
2205596,19.625,47.4583333333333,0,1,presence,6.81234509417748,310,0.997797356828194,1,0.121145374449339,17,32,1,1913.76551724138,33,1,0.552392661571503
2205625,22.0416666666667,47.4583333333333,1,1,presence,4.94875989037817,98,1,1,0.507142857142857,12,94,1,582.083333333333,21,1,0.603678047657013
2205629,22.375,47.4583333333333,1,1,presence,4.68213122712422,71,1,1,0.168224299065421,12,65,1,274.590909090909,17,1,0.603678047657013
2205680,26.625,47.4583333333333,1,1,presence,5.22035582507832,44,1,1,0.66304347826087,17,88,1,3068.145,3,1,0.603678047657013
2209689,0.708333333333314,47.375,0,1,presence,11.3768078738726,8459,0.999598959586585,1,0.0722674824974505,141,214,1,3596.64823165148,4,1,0.960219979286194
2209698,1.45833333333331,47.375,0,1,presence,9.88695158389603,1163,0.997458187179096,1,0.0956229983224035,68,187,1,3761.66638486738,5,1,0.960219979286194
2209750,5.79166666666666,47.375,1,1,presence,7.97865372908273,471,0.995886184436064,1,0.196777511141584,55,226,1,2247.33927635029,1,1,0.960219979286194
2209766,7.125,47.375,1,1,presence,10.4464511738299,2263,0.996019871590018,0.980952380952381,0.0490688823683217,145,201,1,3807.01506087479,25,1,0.552392661571503
2209768,7.29166666666666,47.375,0,1,presence,10.3251212418059,1529,0.999081605877722,0.976377952755906,0.329244292836526,110,215,1,3394.28758592527,29,1,0.552392661571503
2209770,7.45833333333331,47.375,1,1,presence,10.2311712831243,2574,0.996577069971896,0.974874371859296,0.0587302731137854,123,209,1,3251.43327119202,29,1,0.552392661571503
2209771,7.54166666666666,47.375,0,1,presence,10.1932050521,1975,0.998577844311377,1,0.0728293413173653,110,181,1,3367.9197605256,29,1,0.552392661571503
2209775,7.875,47.375,1,1,presence,11.2598122770336,4142,0.99706325592179,0.992647058823529,0.260417069180932,178,204,1,3330.90914091868,39,1,0.552392661571503
2209776,7.95833333333331,47.375,1,1,presence,11.0833879269187,3224,0.996235402581438,1,0.270067609096497,155,186,1,3392.20604663397,41,1,0.552392661571503
2209777,8.04166666666666,47.375,1,1,presence,10.9471331414504,6258,0.996002817397429,0.977464788732394,0.0940130304631097,178,206,1,3290.53405603675,42,1,0.552392661571503
2209779,8.20833333333331,47.375,1,1,presence,10.1067956760162,4121,0.997388607801534,0.96969696969697,0.0530847070344377,131,220,1,2856.95582971915,43,1,0.552392661571503
2209780,8.29166666666666,47.375,1,1,presence,11.6920000895135,4771,0.999046902432907,0.986046511627907,0.526176741075161,133,196,1,3315.11749586599,44,1,0.552392661571503
2209781,8.375,47.375,1,1,presence,10.6936933834345,8673,0.995984209093384,1,0.155617569652419,162,196,1,2030.1010619172,45,1,0.552392661571503
2209782,8.45833333333331,47.375,1,1,presence,12.0188752209894,19434,0.998999125742365,0.991935483870968,0.0824033040909228,199,217,1,2695.33630112145,45,1,0.552392661571503
2209783,8.54166666666666,47.375,1,1,presence,12.4902586137252,33612,0.997388375637383,0.999389126450825,0.0587766007488663,209,219,1,4533.29306768434,45,1,0.552392661571503
2209784,8.625,47.375,1,1,presence,12.2194280635773,13592,0.995643550678876,0.989949748743719,0.193731251973476,198,204,1,3049.5950807061,46,1,0.552392661571503
2209785,8.70833333333331,47.375,1,1,presence,11.603798542653,10416,0.994795090948937,0.994202898550725,0.0445065380962817,160,185,1,2953.62816623848,44,1,0.552392661571503
2209786,8.79166666666666,47.375,1,1,presence,11.5478195239475,8545,0.998744567841622,0.99390243902439,0.0460453887011106,166,198,1,2900.56236009872,41,1,0.552392661571503
2209787,8.875,47.375,0,1,presence,11.4125635465943,7154,0.998032061912659,0.990825688073395,0.065804311774461,143,179,1,3076.31233096264,38,1,0.552392661571503
2209797,9.70833333333331,47.375,0,1,presence,10.6955067438607,8742,0.99526678141136,1,0.105127276021379,140,191,1,538.904586209633,6,1,0.960219979286194
2209872,15.9583333333333,47.375,1,1,presence,7.06646697013696,677,0.99402220324509,1,0.141759180187874,64,133,1,5561.59576515881,4,1,0.960219979286194
2209903,18.5416666666667,47.375,0,1,presence,6.12249280951439,238,0.986813186813187,1,0.274725274725275,22,60,1,19077.3791208791,27,1,0.552392661571503
2209908,18.9583333333333,47.375,0,1,presence,8.52237971810354,1244,0.998407960199005,1,0.112437810945274,44,156,1,1438.28950050968,49,1,0.552392661571503
2209910,19.125,47.375,0,1,presence,9.0843235313927,1722,0.999432785025525,1,0.192399319342031,56,207,1,3741.1344873502,47,1,0.552392661571503
2209912,19.2916666666667,47.375,0,1,presence,6.95654544315157,351,1,1,0.108674928503337,25,143,1,6804.875,43,1,0.552392661571503
2209915,19.5416666666667,47.375,0,1,presence,7.16703787691222,188,1,1,0.545173745173745,21,169,1,19960.3626373626,38,1,0.552392661571503
2209946,22.125,47.375,1,1,presence,4.91265488573605,72,1,1,0.133333333333333,19,75,1,610.291666666667,22,1,0.603678047657013
2209947,22.2083333333333,47.375,1,1,presence,3.73766961828337,35,1,1,0.341463414634146,12,44,1,228.935483870968,22,1,0.603678047657013
2214046,3.79166666666666,47.2916666666667,1,1,presence,9.18111751329928,854,0.96890124600968,0.961538461538462,0.0922665019050561,73,191,1,3805.17602245389,2,1,0.960219979286194
2214097,8.04166666666666,47.2916666666667,1,1,presence,11.0563512560362,3208,0.99491664561758,0.985507246376812,0.0577797423591816,153,218,1,3433.24307300779,42,1,0.552392661571503
2214098,8.125,47.2916666666667,1,1,presence,10.3248588176613,2273,0.99757217847769,0.993975903614458,0.0738188976377953,132,189,1,3357.83338289226,43,1,0.552392661571503
2214100,8.29166666666666,47.2916666666667,1,1,presence,11.3135228540378,3362,0.982812709805788,0.976377952755906,0.0617179966064867,157,203,1,3480.39812439393,44,1,0.552392661571503
2214102,8.45833333333331,47.2916666666667,1,1,presence,11.3825433937373,8348,0.996001139276559,0.994134897360704,0.0587410994018798,188,213,1,3061.44196589625,47,1,0.552392661571503
2214103,8.54166666666666,47.2916666666667,1,1,presence,12.2994719097887,14034,0.994257192172293,0.972491909385113,0.0993173299814645,196,212,1,3212.21636363636,45,1,0.552392661571503
2214104,8.625,47.2916666666667,1,1,presence,11.7838071987437,9280,0.989238126472989,0.99031007751938,0.060391576603031,182,206,1,3217.82235052764,45,1,0.552392661571503
2214105,8.70833333333331,47.2916666666667,1,1,presence,11.5240038721772,7666,0.996825334032221,0.985663082437276,0.0371960084262162,141,188,1,3097.38393958076,42,1,0.552392661571503
2214106,8.79166666666666,47.2916666666667,1,1,presence,11.8848958351945,8670,0.992244481517738,0.992874109263658,0.0443822471011595,170,206,1,3308.61868704756,40,1,0.552392661571503
2214107,8.875,47.2916666666667,1,1,presence,11.2373563996022,6877,0.996113972573867,0.988929889298893,0.0565647517552988,154,184,1,3098.50929442602,38,1,0.552392661571503
2214114,9.45833333333331,47.2916666666667,0,1,presence,9.99656797555214,3281,0.998633257403189,0.985239852398524,0.0861958997722096,166,206,1,6402.63509515827,15,1,0.552392661571503
2214116,9.625,47.2916666666667,1,1,presence,10.6179313418852,7001,0.996842878120411,1,0.0962065589818894,144,203,1,1764.97130778917,8,1,0.960219979286194
2214212,17.625,47.2916666666667,1,1,presence,5.8171111599632,127,0.991044776119403,1,0.185074626865672,18,103,1,4214.85,8,1,0.552392661571503
2214219,18.2083333333333,47.2916666666667,0,1,presence,6.7900972355139,396,0.995495495495496,1,0.173423423423423,25,61,1,1048.35547550432,14,1,0.552392661571503
2214228,18.9583333333333,47.2916666666667,0,1,presence,9.14409372615726,514,0.99914511647788,1,0.242359478521051,44,158,1,1020.35170603675,40,1,0.552392661571503
2214229,19.0416666666667,47.2916666666667,0,1,presence,7.83082299513532,531,1,1,0.0882352941176471,41,156,1,673.223495702006,41,1,0.552392661571503
2214231,19.2083333333333,47.2916666666667,0,1,presence,9.13237883050647,1281,0.999351281219591,1,0.0441128770677911,55,103,1,1751.49582384207,45,1,0.552392661571503
2214233,19.375,47.2916666666667,0,1,presence,6.37842618365159,343,1,1,0.16156462585034,25,132,1,5070.91213389121,39,1,0.552392661571503
2214281,23.375,47.2916666666667,1,1,presence,5.67332326717149,48,1,1,0.537931034482759,19,125,1,825.166666666667,2,1,0.603678047657013
2218382,5.125,47.2083333333333,1,1,presence,9.6990430786544,917,0.99797558431998,0.938461538461538,0.128949144224281,67,211,1,1787.57188872621,2,1,0.960219979286194
2218409,7.375,47.2083333333333,0,1,presence,11.6777956281504,5698,0.997786691315519,0.9923273657289,0.103135096630852,168,202,1,3423.3691688985,37,1,0.552392661571503
2218410,7.45833333333331,47.2083333333333,1,1,presence,10.8980717707802,4827,0.997022433467108,0.985163204747775,0.0811340644707884,175,206,1,3399.13552579234,39,1,0.552392661571503
2218412,7.625,47.2083333333333,1,1,presence,10.7898550157589,3597,0.998804739824833,0.994011976047904,0.117712519319938,153,185,1,3016.08643160342,39,1,0.552392661571503
2218413,7.70833333333331,47.2083333333333,1,1,presence,11.017054132986,4390,0.998062492816446,0.996124031007752,0.0931481207822275,158,197,1,3329.0298089258,43,1,0.552392661571503
2218428,8.95833333333331,47.2083333333333,1,1,presence,11.9037303011796,9226,0.993809871732424,1,0.0710274936407425,152,193,1,3049.51922437673,32,1,0.552392661571503
2218478,13.125,47.2083333333333,0,1,presence,9.61099392308713,3713,0.997588262879346,1,0.159777584243317,139,211,1,1495.4713866471,1,1,0.960219979286194
2218544,18.625,47.2083333333333,0,1,presence,8.65973387819835,1249,0.999306157849089,1,0.146574154379879,53,188,1,433.158344579397,21,1,0.552392661571503
2218552,19.2916666666667,47.2083333333333,0,1,presence,7.80710329012598,739,0.997964997964998,1,0.188034188034188,45,134,1,2202.32514450867,37,1,0.552392661571503
2218554,19.4583333333333,47.2083333333333,0,1,presence,5.51342874616498,59,1,1,0.323886639676113,15,171,1,16760.7037037037,35,1,0.552392661571503
2218562,20.125,47.2083333333333,0,1,presence,4.64439089914137,55,1,1,0.184466019417476,12,127,1,30.6363636363636,11,1,0.552392661571503
2218569,20.7083333333333,47.2083333333333,0,1,presence,6.05208916892442,87,1,1,0.231132075471698,16,126,1,348.769230769231,6,1,0.552392661571503
2218585,22.0416666666667,47.2083333333333,1,1,presence,2.99573227355399,17,1,1,0.368421052631579,10,22,1,221.428571428571,17,1,0.603678047657013
2218591,22.5416666666667,47.2083333333333,1,1,presence,5.8664680569333,37,1,1,0.389204545454545,18,115,1,3727.125,13,1,0.603678047657013
2218796,39.625,47.2083333333333,0,1,presence,7.85438121065236,676,1,1,0.248447204968944,33,119,1,269.77488372093,1,1,0.552392661571503
2222644,0.291666666666657,47.125,1,1,presence,10.5295061940894,1203,0.999304850008021,1,0.210282872573659,71,214,1,1954.62703305555,2,1,0.960219979286194
2222669,2.375,47.125,1,1,presence,10.138203880203,2363,0.995808620007908,1,0.0484776591538157,116,211,1,3376.38117779656,2,1,0.960219979286194
2222728,7.29166666666666,47.125,1,1,presence,11.3641585997029,6253,0.99482454511697,0.99290780141844,0.0891663572224285,173,206,1,3314.47063406084,38,1,0.552392661571503
2222729,7.375,47.125,1,1,presence,11.9430961937142,4943,0.997632535723345,1,0.113391132415399,162,196,1,3455.67652183236,38,1,0.552392661571503
2222732,7.625,47.125,1,1,presence,10.1126944381115,1757,0.997647345150692,1,0.095566462499493,109,177,1,3154.88299269474,40,1,0.552392661571503
2222734,7.79166666666666,47.125,1,1,presence,9.79740455372797,972,0.998387634827088,1,0.169187145557656,85,168,1,3469.10396785535,40,1,0.552392661571503
2222739,8.20833333333331,47.125,1,1,presence,11.7032730601093,3791,0.995494601788932,1,0.140568424185308,149,212,1,3048.75789773653,36,1,0.552392661571503
2222740,8.29166666666666,47.125,1,1,presence,11.0389941323865,3754,0.982121630738587,0.985781990521327,0.0874803225495551,162,216,1,3464.55826707772,38,1,0.552392661571503
2222749,9.04166666666666,47.125,0,1,presence,10.6279153531291,3670,0.9929731039496,1,0.0988853889023504,153,193,1,3179.6566891408,25,1,0.552392661571503
2222825,15.375,47.125,1,1,presence,10.8847042304891,14754,0.99690739039979,0.99188876013905,0.083819091709932,198,219,1,493.180255588041,10,1,0.960219979286194
2222867,18.875,47.125,0,1,presence,7.55328660560042,191,0.993704092339979,1,0.135362014690451,23,157,1,538.877952755906,27,1,0.552392661571503
2222870,19.125,47.125,0,1,presence,11.1214224318781,3274,0.999985207757052,1,0.0746712424004852,46,149,1,590.782082324455,31,1,0.552392661571503
2222871,19.2083333333333,47.125,0,1,presence,9.14910306250499,1441,1,1,0.128017012227539,32,127,1,3306.33056325023,31,1,0.552392661571503
2222877,19.7083333333333,47.125,0,1,presence,6.05443934626937,239,1,1,0.216470588235294,15,38,1,1323.24344569288,21,1,0.552392661571503
2222908,22.2916666666667,47.125,1,1,presence,1.38629436111989,3,1,1,0.666666666666667,2,49,1,4,15,1,0.603678047657013
2222927,23.875,47.125,1,1,presence,6.05443934626937,181,1,1,0.157647058823529,25,136,1,1270.66666666667,6,1,0.603678047657013
2222962,26.7916666666667,47.125,1,1,presence,4.07753744390572,29,1,1,0.655172413793103,11,70,1,5984.22222222222,2,1,0.603678047657013
2226110,-70.875,47.0416666666667,2,1,presence,10.3168877609636,2321,0.9985448773067,0.991304347826087,0.0958396719359746,110,199,1,959.290379523389,11,0,0.100000001490116
2226989,2.375,47.0416666666667,1,1,presence,10.650459819791,3105,0.996991305583853,0.991869918699187,0.086565113359077,148,211,1,5127.54570135747,2,1,0.960219979286194
2226998,3.125,47.0416666666667,1,1,presence,10.1251099474784,1616,0.996835062697809,1,0.106045430872161,105,199,1,3257.49697501096,3,1,0.960219979286194
2227019,4.875,47.0416666666667,1,1,presence,10.4039597642226,2609,0.996877747127831,0.981220657276995,0.0569886932007639,141,226,1,4112.72871748505,2,1,0.960219979286194
2227041,6.70833333333331,47.0416666666667,0,1,presence,11.788289480717,3928,0.995740318906606,0.992146596858639,0.0357327258921792,161,222,1,3500.64618872896,23,1,0.552392661571503
2227044,6.95833333333331,47.0416666666667,0,1,presence,12.062946801577,9179,0.995949875380781,0.988372093023256,0.0670751407735623,189,216,1,3354.59870455597,33,1,0.552392661571503
2227046,7.125,47.0416666666667,1,1,presence,11.0357763675636,4220,0.990169852064331,1,0.0580301028136784,178,206,1,3459.36189023868,38,1,0.552392661571503
2227048,7.29166666666666,47.0416666666667,1,1,presence,10.4786110434849,2856,0.998649637089968,0.995670995670996,0.0665897710009565,172,219,1,3701.08439327444,39,1,0.552392661571503
2227049,7.375,47.0416666666667,1,1,presence,10.8289956734599,3377,0.997780508105109,0.984455958549223,0.0925647021521145,159,192,1,3353.80218811365,36,1,0.552392661571503
2227051,7.54166666666666,47.0416666666667,1,1,presence,10.3599309054089,2658,0.998479472883933,0.989189189189189,0.157818043588444,141,182,1,2937.73868392248,38,1,0.552392661571503
2227053,7.70833333333331,47.0416666666667,1,1,presence,10.6368645523151,2122,0.995845440791528,0.987951807228916,0.0496625921567686,110,157,1,3479.93186823826,39,1,0.552392661571503
2227060,8.29166666666666,47.0416666666667,1,1,presence,12.3518080157561,15057,0.991758039908893,1,0.134153351456714,204,211,1,3461.76321039382,30,1,0.552392661571503
2227064,8.625,47.0416666666667,0,1,presence,11.6573461039644,5417,0.993802797396482,0.982352941176471,0.259936296911785,160,184,1,3254.78751001079,27,1,0.552392661571503
2227074,9.45833333333331,47.0416666666667,0,1,presence,10.4499023032214,5506,0.996294151708164,0.987421383647799,0.0752171395483497,165,190,1,2646.43194798882,7,1,0.552392661571503
2227144,15.2916666666667,47.0416666666667,1,1,presence,8.16394095475501,1330,0.994588436342922,0.962962962962963,0.175163771005412,79,181,1,1024.96802610114,11,1,0.960219979286194
2227145,15.375,47.0416666666667,1,1,presence,10.1235463508884,11055,0.995666479415777,0.99469964664311,0.0560548912607335,187,213,1,815.755619215513,12,1,0.960219979286194
2227146,15.4583333333333,47.0416666666667,1,1,presence,11.4163925379151,30021,0.996024097712479,0.991383679675621,0.0490104298600174,203,214,1,1633.9875414918,13,1,0.960219979286194
2227151,15.875,47.0416666666667,1,1,presence,7.83597458172157,1241,0.986951364175564,1,0.147489126136813,58,180,1,7830.092283214,17,1,0.960219979286194
2227176,17.9583333333333,47.0416666666667,0,1,presence,9.48546897835634,2287,0.999772140361537,1,0.169451617803433,27,113,1,1436.5615212528,6,1,0.552392661571503
2227193,19.375,47.0416666666667,0,1,presence,6.98286275146894,219,0.997214484679666,1,0.112349117920149,37,199,1,12951.146875,24,1,0.552392661571503
2227197,19.7083333333333,47.0416666666667,0,1,presence,6.69084227741856,344,0.995024875621891,1,0.164179104477612,16,143,1,6389.79925650558,20,1,0.552392661571503
2227215,21.2083333333333,47.0416666666667,1,1,presence,4.61512051684126,48,1,1,0.15,13,30,1,42.75,2,1,0.552392661571503
2227223,21.875,47.0416666666667,1,1,presence,6.02102334934953,257,0.997566909975669,1,0.0948905109489051,28,88,1,136.171428571429,13,1,0.603678047657013
2227226,22.125,47.0416666666667,1,1,presence,4.82028156560504,59,1,1,0.105691056910569,14,60,1,188.777777777778,14,1,0.603678047657013
2227229,22.375,47.0416666666667,1,1,presence,6.22059017009974,207,1,1,0.442231075697211,24,186,1,84.3160621761658,12,1,0.603678047657013
2227306,28.7916666666667,47.0416666666667,1,1,presence,8.89109883061664,1243,1,1,0.124690338563171,34,126,1,342.534551231136,1,1,0.552392661571503
2230425,-71.2916666666667,46.9583333333333,1,1,presence,11.1571215701295,1853,0.999471881244647,1,0.408035969169283,90,155,1,3486.46660044698,11,0,0.100000001490116
2230428,-71.0416666666667,46.9583333333333,1,1,presence,10.984834991026,1199,0.998592552397748,0.974789915966387,0.407210201451536,105,139,1,1364.74926253687,11,0,0.100000001490116
2230432,-70.7083333333333,46.9583333333333,2,1,presence,10.6889859941603,1506,0.999658072898858,0.987096774193548,0.206729125350475,93,120,1,1982.67083333333,9,0,0.1
2231318,3.125,46.9583333333333,1,1,presence,10.8314894403383,2609,0.997430220605677,1,0.0564560765398909,133,219,1,2370.1942956017,4,1,0.960219979286194
2231362,6.79166666666666,46.9583333333333,0,1,presence,11.5318355371949,5681,0.996241708207403,0.983772819472617,0.0655198806766888,177,205,1,3505.70559934792,28,1,0.552392661571503
2231365,7.04166666666666,46.9583333333333,1,1,presence,12.9073293547953,11386,0.99863114250005,1,0.177966353879422,151,192,1,3479.96859867768,35,1,0.552392661571503
2231366,7.125,46.9583333333333,1,1,presence,11.9074374729535,5803,0.999245104977589,1,0.317460317460317,157,217,1,3455.83421276725,38,1,0.552392661571503
2231367,7.20833333333331,46.9583333333333,1,1,presence,10.7145733122105,2781,0.999333422210372,0.994444444444444,0.178154023907923,125,226,1,3336.91025818349,39,1,0.552392661571503
2231368,7.29166666666666,46.9583333333333,1,1,presence,10.6494643467406,3407,0.995541748677939,0.972375690607735,0.066114918542057,140,214,1,3200.57353927144,38,1,0.552392661571503
2231369,7.375,46.9583333333333,1,1,presence,12.3240067808815,13734,0.997018215106229,0.988864142538975,0.0431136766607564,193,222,1,3256.41604738098,37,1,0.552392661571503
2231370,7.45833333333331,46.9583333333333,1,1,presence,12.2071220946657,23941,0.997902192209141,0.998858447488584,0.117107622534451,214,225,1,6019.79771185636,34,1,0.552392661571503
2231374,7.79166666666666,46.9583333333333,0,1,presence,9.88430473311935,1265,0.989449003516999,0.990384615384615,0.0719200774759162,105,196,1,3577.16215662157,30,1,0.552392661571503
2231385,8.70833333333331,46.9583333333333,0,1,presence,9.36819845659176,1552,0.97514732257238,0.957894736842105,0.060124690409087,88,222,1,3105.02421005785,19,1,0.552392661571503
2231463,15.2083333333333,46.9583333333333,1,1,presence,8.31434234336979,1436,0.996079392305807,0.991071428571429,0.0872335211957853,86,197,1,2110.43460490463,10,1,0.960219979286194
2231467,15.5416666666667,46.9583333333333,1,1,presence,9.52127499623811,3203,0.992598563681665,1,0.209658507987689,101,174,1,597.738339336843,14,1,0.960219979286194
2231471,15.875,46.9583333333333,1,1,presence,9.15967845717396,3403,0.985165702261967,1,0.123619147816938,71,186,1,600.092368640534,19,1,0.960219979286194
2231501,18.375,46.9583333333333,0,1,presence,4.29045944114839,16,1,1,0.430555555555556,6,5,1,11778.4,11,1,0.552392661571503
2231520,19.9583333333333,46.9583333333333,0,1,presence,3.43398720448515,25,1,1,0.2,9,40,1,2612.04,14,1,0.552392661571503
2231552,22.625,46.9583333333333,1,1,presence,5.21493575760899,126,1,1,0.0983606557377049,16,147,1,709.155963302752,6,1,0.603678047657013
2231554,22.7916666666667,46.9583333333333,1,1,presence,5.50125821054473,110,0.991803278688525,0.916666666666667,0.168032786885246,28,151,1,1692.61627906977,6,1,0.603678047657013
2234743,-71.4583333333333,46.875,1,1,presence,11.5337569745502,1331,0.99944174567108,1,0.53698190080702,70,103,1,2139.65573770492,10,0,0.100000001490116
2234744,-71.375,46.875,1,1,presence,11.7528474675233,4415,0.999543716663782,0.993485342019544,0.0761599823780229,86,143,1,2598.01224989792,10,0,0.100000001490116
2234745,-71.2916666666667,46.875,1,1,presence,12.8192698224528,8039,0.9998456388925,0.995475113122172,0.25075555699987,102,156,1,2717.76296100731,11,0,0.100000001490116
2234746,-71.2083333333333,46.875,1,1,presence,13.843966810874,18936,0.999857123973625,1,0.148835025814879,115,165,1,1028.98368001166,11,0,0.100000001490116
2234747,-71.125,46.875,1,1,presence,12.7823741634623,7408,0.999769590432945,1,0.234481072697028,123,190,1,1005.52532528423,11,0,0.100000001490116
2234749,-70.9583333333333,46.875,2,1,presence,10.4677212330027,750,0.999943118796394,1,0.485651716390319,59,142,1,992.527036343938,11,0,0.1
2235669,5.70833333333331,46.875,1,1,presence,10.1771340860234,1964,0.992774016885982,1,0.123906594660379,64,181,1,4312.33623176628,3,1,0.960219979286194
2235670,5.79166666666666,46.875,1,1,presence,10.7108558771861,2831,0.979995093556948,0.983193277310924,0.0698276054327706,107,226,1,4278.1444292248,3,1,0.960219979286194
2235685,7.04166666666666,46.875,1,1,presence,11.1507066104902,3797,0.998290524622192,1,0.0684077457909556,134,207,1,3283.84593759609,35,1,0.552392661571503
2235688,7.29166666666666,46.875,1,1,presence,10.3277089891267,2736,0.995452612294304,0.984732824427481,0.0696829914613799,118,173,1,3216.68460418321,36,1,0.552392661571503
2235689,7.375,46.875,1,1,presence,11.1462146150883,4533,0.994502164502165,0.975206611570248,0.0653391053391053,145,202,1,3536.5853768508,34,1,0.552392661571503
2235691,7.54166666666666,46.875,1,1,presence,11.5120150506689,5458,0.994424870881211,0.963696369636964,0.146905152740521,172,209,1,3333.48062212638,30,1,0.552392661571503
2235714,9.45833333333331,46.875,0,1,presence,10.3934469836207,4477,0.997457419433893,0.985185185185185,0.0625536086263938,170,204,1,3199.09075392097,5,1,0.552392661571503
2235779,14.875,46.875,1,1,presence,7.25981961036319,701,0.998592540464462,0.967213114754098,0.233638282899367,91,166,1,2853.70327868852,8,1,0.960219979286194
2235785,15.375,46.875,1,1,presence,8.45190772471761,1374,0.99145846679479,1,0.102284860132394,75,193,1,1077.85685071575,13,1,0.960219979286194
2235793,16.0416666666667,46.875,1,1,presence,9.21930011334766,2200,0.994647636039251,1,0.111904053920111,83,157,1,1668.7985620915,15,1,0.960219979286194
2235796,16.2916666666667,46.875,1,1,presence,9.47508641314491,1280,0.987720644666155,1,0.424021488871834,30,66,1,87.39841191067,14,1,0.552392661571503
2235811,17.5416666666667,46.875,1,1,presence,7.60190195987517,929,0.99400299850075,0.983333333333333,0.131434282858571,34,102,1,5448.38868832732,4,1,0.552392661571503
2235833,19.375,46.875,0,1,presence,8.09864284375942,536,1,1,0.0617208878078443,32,92,1,884.435933147632,20,1,0.552392661571503
2235836,19.625,46.875,0,1,presence,8.05006542291597,613,0.999361634216406,1,0.34471752314076,29,114,1,707.082446808511,20,1,0.552392661571503
2235841,20.0416666666667,46.875,0,1,presence,7.4079243225596,309,0.99878640776699,1,0.349514563106796,20,49,1,1327.45882352941,13,1,0.552392661571503
2235842,20.125,46.875,0,1,presence,6.01615715969835,145,0.990220048899755,1,0.312958435207824,16,112,1,188.211267605634,11,1,0.552392661571503
2235845,20.375,46.875,0,1,presence,4.77068462446567,33,0.991452991452991,1,0.384615384615385,14,25,1,497,8,1,0.552392661571503
2235886,23.7916666666667,46.875,1,1,presence,6.68710860786651,248,0.998751560549313,1,0.440699126092385,27,132,1,10399.5035460993,7,1,0.603678047657013
2235889,24.0416666666667,46.875,1,1,presence,4.23410650459726,25,1,1,0.455882352941176,16,171,1,338.08,7,1,0.603678047657013
2235895,24.5416666666667,46.875,1,1,presence,3.2188758248682,14,1,1,0.75,4,122,1,52.5,5,1,0.603678047657013
2238710,-100.875,46.7916666666667,1,1,presence,10.5810133521931,2929,0.999949211508672,1,0.0938317377282308,92,153,1,438.13707222602,1,0,0.100000001490116
2239066,-71.2083333333333,46.7916666666667,2,1,presence,13.8410740107754,22287,0.999945413357351,1,0.257639205686369,158,206,1,1054.53930415623,11,0,0.1
